measurement_type,datetimems,measurement
ECG,1405098852639,512
ECG,1405098852643,511
ECG,1405098852647,512
ECG,1405098852651,515
ECG,1405098852655,518
ECG,1405098852659,520
ECG,1405098852663,519
ECG,1405098852667,517
ECG,1405098852671,515
ECG,1405098852675,514
ECG,1405098852679,515
ECG,1405098852683,517
ECG,1405098852687,520
ECG,1405098852691,521
ECG,1405098852695,521
ECG,1405098852699,520
ECG,1405098852703,519
ECG,1405098852707,519
ECG,1405098852711,519
ECG,1405098852715,519
ECG,1405098852719,521
ECG,1405098852719,522
ECG,1405098852723,524
ECG,1405098852727,524
ECG,1405098852731,524
ECG,1405098852735,524
ECG,1405098852739,524
ECG,1405098852743,524
ECG,1405098852747,525
ECG,1405098852751,527
ECG,1405098852755,530
ECG,1405098852759,533
ECG,1405098852763,535
ECG,1405098852767,535
ECG,1405098852771,533
ECG,1405098852775,530
ECG,1405098852779,529
ECG,1405098852783,530
ECG,1405098852787,535
ECG,1405098852791,541
ECG,1405098852795,547
ECG,1405098852799,547
ECG,1405098852803,542
ECG,1405098852807,537
ECG,1405098852811,539
ECG,1405098852815,551
ECG,1405098852819,567
ECG,1405098852823,579
ECG,1405098852827,577
ECG,1405098852831,559
ECG,1405098852835,533
ECG,1405098852839,510
ECG,1405098852843,499
ECG,1405098852847,503
ECG,1405098852851,517
ECG,1405098852855,532
ECG,1405098852859,540
ECG,1405098852863,541
ECG,1405098852867,535
ECG,1405098852871,525
ECG,1405098852875,518
ECG,1405098852879,517
ECG,1405098852883,520
ECG,1405098852887,525
ECG,1405098852891,526
ECG,1405098852895,524
ECG,1405098852899,519
ECG,1405098852903,514
ECG,1405098852907,510
ECG,1405098852911,507
ECG,1405098852915,506
ECG,1405098852919,506
ECG,1405098852923,506
ECG,1405098852927,507
ECG,1405098852931,507
ECG,1405098852935,508
ECG,1405098852939,508
ECG,1405098852943,508
ECG,1405098852947,508
ECG,1405098852951,507
ECG,1405098852955,508
ECG,1405098852959,508
ECG,1405098852963,509
ECG,1405098852967,511
ECG,1405098852996,513
ECG,1405098853000,514
ECG,1405098853004,515
ECG,1405098853008,514
ECG,1405098853012,512
ECG,1405098853016,511
ECG,1405098853020,509
ECG,1405098853024,509
ECG,1405098853028,509
ECG,1405098853032,510
ECG,1405098853036,511
ECG,1405098853040,512
ECG,1405098853044,513
ECG,1405098853048,513
ECG,1405098853052,513
ECG,1405098853056,513
ECG,1405098853060,512
ECG,1405098853064,512
ECG,1405098853068,512
ECG,1405098853072,511
ECG,1405098853076,511
ECG,1405098853080,511
ECG,1405098853084,511
ECG,1405098853088,513
ECG,1405098853092,515
ECG,1405098853096,516
ECG,1405098853100,515
ECG,1405098853104,514
ECG,1405098853108,512
ECG,1405098853112,512
ECG,1405098853116,514
ECG,1405098853120,516
ECG,1405098853124,519
ECG,1405098853128,521
ECG,1405098853132,523
ECG,1405098853136,523
ECG,1405098853140,523
ECG,1405098853144,521
ECG,1405098853148,519
ECG,1405098853152,518
ECG,1405098853156,519
ECG,1405098853160,521
ECG,1405098853164,524
ECG,1405098853168,525
ECG,1405098853172,525
ECG,1405098853176,524
ECG,1405098853180,521
ECG,1405098853184,517
ECG,1405098853188,514
ECG,1405098853192,511
ECG,1405098853196,508
ECG,1405098853200,507
ECG,1405098853204,507
ECG,1405098853208,507
ECG,1405098853212,507
ECG,1405098853216,507
ECG,1405098853220,506
ECG,1405098853224,507
ECG,1405098853228,509
ECG,1405098853232,511
ECG,1405098853236,513
ECG,1405098853240,514
ECG,1405098853244,513
ECG,1405098853221,510
ECG,1405098853225,508
ECG,1405098853229,506
ECG,1405098853233,506
ECG,1405098853237,507
ECG,1405098853241,508
ECG,1405098853245,508
ECG,1405098853249,508
ECG,1405098853253,507
ECG,1405098853257,505
ECG,1405098853261,503
ECG,1405098853265,502
ECG,1405098853269,505
ECG,1405098853273,511
ECG,1405098853277,520
ECG,1405098853281,531
ECG,1405098853285,543
ECG,1405098853289,552
ECG,1405098853293,552
ECG,1405098853297,543
ECG,1405098853301,526
ECG,1405098853305,508
ECG,1405098853309,495
ECG,1405098853313,491
ECG,1405098853317,495
ECG,1405098853321,501
ECG,1405098853325,506
ECG,1405098853329,508
ECG,1405098853333,508
ECG,1405098853337,507
ECG,1405098853341,508
ECG,1405098853345,508
ECG,1405098853349,509
ECG,1405098853353,509
ECG,1405098853357,509
ECG,1405098853361,509
ECG,1405098853365,509
ECG,1405098853369,509
ECG,1405098853373,510
ECG,1405098853377,511
ECG,1405098853381,511
ECG,1405098853385,511
ECG,1405098853389,511
ECG,1405098853393,511
ECG,1405098853397,511
ECG,1405098853401,511
ECG,1405098853405,512
ECG,1405098853409,512
ECG,1405098853413,512
ECG,1405098853417,513
ECG,1405098853421,514
ECG,1405098853425,515
ECG,1405098853429,515
ECG,1405098853433,516
ECG,1405098853437,515
ECG,1405098853441,515
ECG,1405098853445,515
ECG,1405098853449,516
ECG,1405098853453,517
ECG,1405098853457,519
ECG,1405098853461,520
ECG,1405098853465,521
ECG,1405098853469,522
ECG,1405098853473,523
ECG,1405098853477,523
ECG,1405098853481,523
ECG,1405098853485,523
ECG,1405098853489,524
ECG,1405098853493,525
ECG,1405098853497,525
ECG,1405098853501,526
ECG,1405098853505,526
ECG,1405098853509,526
ECG,1405098853513,526
ECG,1405098853517,527
ECG,1405098853521,527
ECG,1405098853525,528
ECG,1405098853529,528
ECG,1405098853533,527
ECG,1405098853537,526
ECG,1405098853541,524
ECG,1405098853545,522
ECG,1405098853549,519
ECG,1405098853553,517
ECG,1405098853557,515
ECG,1405098853561,513
ECG,1405098853565,512
ECG,1405098853569,512
ECG,1405098853573,511
ECG,1405098853577,511
ECG,1405098853581,510
ECG,1405098853585,509
ECG,1405098853589,509
ECG,1405098853593,508
ECG,1405098853597,507
ECG,1405098853601,507
ECG,1405098853605,508
ECG,1405098853609,508
ECG,1405098853613,508
ECG,1405098853617,508
ECG,1405098853621,509
ECG,1405098853625,509
ECG,1405098853629,509
ECG,1405098853633,508
ECG,1405098853637,508
ECG,1405098853641,507
ECG,1405098853645,507
ECG,1405098853649,508
ECG,1405098853653,509
ECG,1405098853657,510
ECG,1405098853661,510
ECG,1405098853665,510
ECG,1405098853669,510
ECG,1405098853673,510
ECG,1405098853677,510
ECG,1405098853681,510
ECG,1405098853685,511
ECG,1405098853689,511
ECG,1405098853693,511
ECG,1405098853697,510
ECG,1405098853701,509
ECG,1405098853705,509
ECG,1405098853709,509
ECG,1405098853713,509
ECG,1405098853717,510
ECG,1405098853721,511
ECG,1405098853749,511
ECG,1405098853753,511
ECG,1405098853757,510
ECG,1405098853761,510
ECG,1405098853765,509
ECG,1405098853769,509
ECG,1405098853773,510
ECG,1405098853777,510
ECG,1405098853781,510
ECG,1405098853785,509
ECG,1405098853789,509
ECG,1405098853793,509
ECG,1405098853797,510
ECG,1405098853801,510
ECG,1405098853805,511
ECG,1405098853809,510
ECG,1405098853813,510
ECG,1405098853817,509
ECG,1405098853821,509
ECG,1405098853825,509
ECG,1405098853829,510
ECG,1405098853833,510
ECG,1405098853837,510
ECG,1405098853841,510
ECG,1405098853845,511
ECG,1405098853849,512
ECG,1405098853853,513
ECG,1405098853857,513
ECG,1405098853861,513
ECG,1405098853865,512
ECG,1405098853869,512
ECG,1405098853873,512
ECG,1405098853877,512
ECG,1405098853881,513
ECG,1405098853885,513
ECG,1405098853889,513
ECG,1405098853893,513
ECG,1405098853897,512
ECG,1405098853901,511
ECG,1405098853905,510
ECG,1405098853909,510
ECG,1405098853913,510
ECG,1405098853917,510
ECG,1405098853921,510
ECG,1405098853925,510
ECG,1405098853929,509
ECG,1405098853933,509
ECG,1405098853937,509
ECG,1405098853941,510
ECG,1405098853945,510
ECG,1405098853949,510
ECG,1405098853953,510
ECG,1405098853957,509
ECG,1405098853961,509
ECG,1405098853965,510
ECG,1405098853969,510
ECG,1405098853973,511
ECG,1405098853977,511
ECG,1405098853981,511
ECG,1405098853985,511
ECG,1405098853989,510
ECG,1405098853993,509
ECG,1405098853997,508
ECG,1405098853986,509
ECG,1405098853990,512
ECG,1405098853994,519
ECG,1405098853998,529
ECG,1405098854002,541
ECG,1405098854006,552
ECG,1405098854010,558
ECG,1405098854014,556
ECG,1405098854018,544
ECG,1405098854022,525
ECG,1405098854026,508
ECG,1405098854030,497
ECG,1405098854034,496
ECG,1405098854038,501
ECG,1405098854042,508
ECG,1405098854046,512
ECG,1405098854050,513
ECG,1405098854054,512
ECG,1405098854058,512
ECG,1405098854062,512
ECG,1405098854066,512
ECG,1405098854070,512
ECG,1405098854074,512
ECG,1405098854078,513
ECG,1405098854082,513
ECG,1405098854086,514
ECG,1405098854090,515
ECG,1405098854094,516
ECG,1405098854098,516
ECG,1405098854102,516
ECG,1405098854106,515
