measurement_type,datetimems,measurement
ECG,1405317398314,511
ECG,1405317398318,510
ECG,1405317398322,510
ECG,1405317398326,510
ECG,1405317398330,510
ECG,1405317398334,509
ECG,1405317398338,508
ECG,1405317398342,508
ECG,1405317398346,507
ECG,1405317398350,507
ECG,1405317398354,507
ECG,1405317398358,506
ECG,1405317398362,506
ECG,1405317398366,506
ECG,1405317398370,506
ECG,1405317398374,506
ECG,1405317398378,506
ECG,1405317398382,506
ECG,1405317398386,506
ECG,1405317398390,506
ECG,1405317398394,507
ECG,1405317398398,508
ECG,1405317398402,508
ECG,1405317398406,508
ECG,1405317398410,508
ECG,1405317398414,507
ECG,1405317398418,507
ECG,1405317398422,506
ECG,1405317398426,506
ECG,1405317398430,506
ECG,1405317398434,506
ECG,1405317398438,506
ECG,1405317398442,506
ECG,1405317398446,506
ECG,1405317398450,507
ECG,1405317398454,508
ECG,1405317398458,508
ECG,1405317398462,508
ECG,1405317398466,507
ECG,1405317398470,507
ECG,1405317398474,507
ECG,1405317398478,507
ECG,1405317398482,507
ECG,1405317398486,507
ECG,1405317398490,507
ECG,1405317398494,507
ECG,1405317398498,506
ECG,1405317398502,506
ECG,1405317398504,506
ECG,1405317398508,506
ECG,1405317398512,506
ECG,1405317398516,507
ECG,1405317398520,507
ECG,1405317398524,507
ECG,1405317398528,507
ECG,1405317398532,506
ECG,1405317398536,506
ECG,1405317398540,506
ECG,1405317398544,507
ECG,1405317398548,507
ECG,1405317398552,507
ECG,1405317398556,507
ECG,1405317398560,506
ECG,1405317398564,505
ECG,1405317398568,504
ECG,1405317398572,504
ECG,1405317398576,504
ECG,1405317398580,505
ECG,1405317398584,506
ECG,1405317398588,507
ECG,1405317398592,507
ECG,1405317398596,506
ECG,1405317398600,505
ECG,1405317398604,505
ECG,1405317398608,504
ECG,1405317398612,504
ECG,1405317398616,505
ECG,1405317398620,505
ECG,1405317398624,506
ECG,1405317398628,506
ECG,1405317398632,506
ECG,1405317398636,505
ECG,1405317398640,505
ECG,1405317398644,505
ECG,1405317398648,505
ECG,1405317398652,505
ECG,1405317398656,505
ECG,1405317398660,505
ECG,1405317398664,505
ECG,1405317398668,505
ECG,1405317398672,505
ECG,1405317398676,506
ECG,1405317398680,506
ECG,1405317398684,506
ECG,1405317398688,505
ECG,1405317398692,505
ECG,1405317398696,504
ECG,1405317398700,504
ECG,1405317398704,505
ECG,1405317398708,505
ECG,1405317398712,506
ECG,1405317398716,505
ECG,1405317398720,505
ECG,1405317398724,504
ECG,1405317398728,503
ECG,1405317398732,504
ECG,1405317398736,506
ECG,1405317398740,509
ECG,1405317398744,514
ECG,1405317398748,521
ECG,1405317398752,529
ECG,1405317398755,535
ECG,1405317398759,537
ECG,1405317398763,533
ECG,1405317398767,523
ECG,1405317398771,512
ECG,1405317398775,502
ECG,1405317398779,497
ECG,1405317398783,497
ECG,1405317398787,500
ECG,1405317398791,504
ECG,1405317398795,505
ECG,1405317398799,505
ECG,1405317398803,505
ECG,1405317398807,505
ECG,1405317398811,505
ECG,1405317398815,506
ECG,1405317398819,506
ECG,1405317398823,506
ECG,1405317398827,506
ECG,1405317398831,506
ECG,1405317398835,506
ECG,1405317398839,506
ECG,1405317398843,506
ECG,1405317398847,506
ECG,1405317398851,506
ECG,1405317398855,506
ECG,1405317398859,506
ECG,1405317398863,506
ECG,1405317398867,507
ECG,1405317398871,507
ECG,1405317398875,507
ECG,1405317398879,507
ECG,1405317398883,507
ECG,1405317398887,508
ECG,1405317398891,508
ECG,1405317398895,508
ECG,1405317398899,508
ECG,1405317398903,508
ECG,1405317398907,508
ECG,1405317398911,508
ECG,1405317398915,509
ECG,1405317398919,509
ECG,1405317398923,510
ECG,1405317398927,510
ECG,1405317398931,510
ECG,1405317398935,511
ECG,1405317398939,511
ECG,1405317398943,511
ECG,1405317398947,511
ECG,1405317398951,511
ECG,1405317398955,512
ECG,1405317398959,512
ECG,1405317398963,512
ECG,1405317398967,512
ECG,1405317398971,513
ECG,1405317398975,513
ECG,1405317398979,513
ECG,1405317398983,513
ECG,1405317398987,512
ECG,1405317398991,512
ECG,1405317398995,512
ECG,1405317398999,513
ECG,1405317399003,513
ECG,1405317399006,513
ECG,1405317399010,512
ECG,1405317399014,511
ECG,1405317399018,510
ECG,1405317399022,509
ECG,1405317399026,508
ECG,1405317399030,507
ECG,1405317399034,507
ECG,1405317399038,507
ECG,1405317399042,507
ECG,1405317399046,507
ECG,1405317399050,507
ECG,1405317399054,507
ECG,1405317399058,506
ECG,1405317399062,506
ECG,1405317399066,506
ECG,1405317399070,506
ECG,1405317399074,506
ECG,1405317399078,506
ECG,1405317399082,506
ECG,1405317399086,506
ECG,1405317399090,506
ECG,1405317399094,506
ECG,1405317399098,506
ECG,1405317399102,506
ECG,1405317399106,506
ECG,1405317399110,506
ECG,1405317399114,506
ECG,1405317399118,506
ECG,1405317399122,507
ECG,1405317399126,507
ECG,1405317399130,507
ECG,1405317399134,507
ECG,1405317399138,506
ECG,1405317399142,506
ECG,1405317399146,507
ECG,1405317399150,507
ECG,1405317399154,507
ECG,1405317399158,507
ECG,1405317399162,507
ECG,1405317399166,507
ECG,1405317399170,507
ECG,1405317399174,507
ECG,1405317399178,507
ECG,1405317399182,507
ECG,1405317399186,506
ECG,1405317399190,506
ECG,1405317399194,506
ECG,1405317399198,506
ECG,1405317399202,507
ECG,1405317399206,507
ECG,1405317399210,507
ECG,1405317399214,507
ECG,1405317399218,506
ECG,1405317399222,506
ECG,1405317399226,506
ECG,1405317399230,506
ECG,1405317399234,506
ECG,1405317399238,506
ECG,1405317399242,506
ECG,1405317399246,506
ECG,1405317399250,506
ECG,1405317399254,506
ECG,1405317399255,506
ECG,1405317399259,506
ECG,1405317399263,507
ECG,1405317399267,508
ECG,1405317399271,508
ECG,1405317399275,507
ECG,1405317399279,506
ECG,1405317399283,506
ECG,1405317399287,506
ECG,1405317399291,507
ECG,1405317399295,507
ECG,1405317399299,507
ECG,1405317399303,506
ECG,1405317399307,506
ECG,1405317399311,505
ECG,1405317399315,505
ECG,1405317399319,506
ECG,1405317399323,506
ECG,1405317399327,507
ECG,1405317399331,507
ECG,1405317399335,507
ECG,1405317399339,506
ECG,1405317399343,506
ECG,1405317399347,506
ECG,1405317399351,506
ECG,1405317399355,506
ECG,1405317399359,506
ECG,1405317399363,506
ECG,1405317399367,506
ECG,1405317399371,506
ECG,1405317399375,506
ECG,1405317399379,506
ECG,1405317399383,506
ECG,1405317399387,506
ECG,1405317399391,506
ECG,1405317399395,507
ECG,1405317399399,507
ECG,1405317399403,507
ECG,1405317399407,507
ECG,1405317399411,507
ECG,1405317399415,507
ECG,1405317399419,507
ECG,1405317399423,507
ECG,1405317399427,506
ECG,1405317399431,506
ECG,1405317399435,507
ECG,1405317399439,509
ECG,1405317399443,512
ECG,1405317399447,517
ECG,1405317399451,523
ECG,1405317399455,530
ECG,1405317399459,535
ECG,1405317399463,537
ECG,1405317399467,533
ECG,1405317399471,524
ECG,1405317399475,512
ECG,1405317399479,503
ECG,1405317399483,499
ECG,1405317399487,499
ECG,1405317399491,502
ECG,1405317399495,505
ECG,1405317399499,507
ECG,1405317399503,507
ECG,1405317399526,507
ECG,1405317399530,507
ECG,1405317399534,506
ECG,1405317399538,506
ECG,1405317399542,506
ECG,1405317399546,506
ECG,1405317399550,506
ECG,1405317399554,506
ECG,1405317399558,507
ECG,1405317399562,507
ECG,1405317399566,507
ECG,1405317399570,507
ECG,1405317399574,507
ECG,1405317399578,506
ECG,1405317399582,506
ECG,1405317399586,506
ECG,1405317399590,507
ECG,1405317399594,507
ECG,1405317399598,508
ECG,1405317399602,508
ECG,1405317399606,508
ECG,1405317399610,508
ECG,1405317399614,508
ECG,1405317399618,508
ECG,1405317399622,509
ECG,1405317399626,509
ECG,1405317399630,509
ECG,1405317399634,510
ECG,1405317399638,510
ECG,1405317399642,509
ECG,1405317399646,510
ECG,1405317399650,510
ECG,1405317399654,510
ECG,1405317399658,510
ECG,1405317399662,511
ECG,1405317399666,511
ECG,1405317399670,511
ECG,1405317399674,511
ECG,1405317399678,512
ECG,1405317399682,512
ECG,1405317399686,513
ECG,1405317399690,513
ECG,1405317399694,513
ECG,1405317399698,513
ECG,1405317399702,513
ECG,1405317399706,512
ECG,1405317399710,512
ECG,1405317399714,512
ECG,1405317399718,513
ECG,1405317399722,513
ECG,1405317399726,513
ECG,1405317399730,512
ECG,1405317399734,511
ECG,1405317399738,511
ECG,1405317399742,510
ECG,1405317399746,510
ECG,1405317399750,510
ECG,1405317399754,510
ECG,1405317399758,509
ECG,1405317399762,508
ECG,1405317399766,507
ECG,1405317399770,507
ECG,1405317399774,506
ECG,1405317399767,506
ECG,1405317399771,506
ECG,1405317399775,506
ECG,1405317399779,506
ECG,1405317399783,506
ECG,1405317399787,506
ECG,1405317399791,506
ECG,1405317399795,506
ECG,1405317399799,506
ECG,1405317399803,506
ECG,1405317399807,506
ECG,1405317399811,506
ECG,1405317399815,506
ECG,1405317399819,506
ECG,1405317399823,507
ECG,1405317399827,507
ECG,1405317399831,507
ECG,1405317399835,507
ECG,1405317399839,507
ECG,1405317399843,507
ECG,1405317399847,506
ECG,1405317399851,506
ECG,1405317399855,506
ECG,1405317399859,507
ECG,1405317399863,507
ECG,1405317399867,507
ECG,1405317399871,507
ECG,1405317399875,507
ECG,1405317399879,507
ECG,1405317399883,507
ECG,1405317399887,507
ECG,1405317399891,507
ECG,1405317399895,507
ECG,1405317399899,507
ECG,1405317399903,507
ECG,1405317399907,508
ECG,1405317399911,508
ECG,1405317399915,508
ECG,1405317399919,507
ECG,1405317399923,507
ECG,1405317399927,507
ECG,1405317399931,507
ECG,1405317399935,507
ECG,1405317399939,507
ECG,1405317399943,507
ECG,1405317399947,507
ECG,1405317399951,508
ECG,1405317399955,508
ECG,1405317399959,508
ECG,1405317399963,508
ECG,1405317399967,508
ECG,1405317399971,508
ECG,1405317399975,508
ECG,1405317399979,507
ECG,1405317399983,507
ECG,1405317399987,507
ECG,1405317399991,508
ECG,1405317399995,508
ECG,1405317399999,509
ECG,1405317400003,509
ECG,1405317400007,509
ECG,1405317400011,508
ECG,1405317400015,508
ECG,1405317400007,507
ECG,1405317400011,507
ECG,1405317400015,508
ECG,1405317400019,508
ECG,1405317400023,509
ECG,1405317400027,508
ECG,1405317400031,508
ECG,1405317400035,507
ECG,1405317400039,507
ECG,1405317400043,508
ECG,1405317400047,508
ECG,1405317400051,509
ECG,1405317400055,509
ECG,1405317400059,509
ECG,1405317400063,509
ECG,1405317400067,508
ECG,1405317400071,508
ECG,1405317400075,508
ECG,1405317400079,508
ECG,1405317400083,508
ECG,1405317400087,508
ECG,1405317400091,508
ECG,1405317400095,508
ECG,1405317400099,508
ECG,1405317400103,509
ECG,1405317400107,508
ECG,1405317400111,508
ECG,1405317400115,508
ECG,1405317400119,509
ECG,1405317400123,509
ECG,1405317400127,509
ECG,1405317400131,509
ECG,1405317400135,508
ECG,1405317400139,508
ECG,1405317400143,508
ECG,1405317400147,509
ECG,1405317400151,512
ECG,1405317400155,516
ECG,1405317400159,522
ECG,1405317400163,530
ECG,1405317400167,537
ECG,1405317400171,540
ECG,1405317400175,538
ECG,1405317400179,529
ECG,1405317400183,517
ECG,1405317400187,507
ECG,1405317400191,501
ECG,1405317400195,500
ECG,1405317400199,503
ECG,1405317400203,507
ECG,1405317400207,509
ECG,1405317400211,509
ECG,1405317400215,508
ECG,1405317400219,508
ECG,1405317400223,508
ECG,1405317400227,508
ECG,1405317400231,509
ECG,1405317400235,509
ECG,1405317400239,510
ECG,1405317400243,509
ECG,1405317400247,509
ECG,1405317400251,509
ECG,1405317400255,509
ECG,1405317400314,510
ECG,1405317400318,510
ECG,1405317400322,510
ECG,1405317400326,510
ECG,1405317400330,510
ECG,1405317400334,510
ECG,1405317400338,511
ECG,1405317400342,512
ECG,1405317400346,512
ECG,1405317400350,512
ECG,1405317400354,511
ECG,1405317400358,511
ECG,1405317400362,510
ECG,1405317400366,510
ECG,1405317400370,511
ECG,1405317400374,511
ECG,1405317400378,512
ECG,1405317400382,511
ECG,1405317400386,512
ECG,1405317400390,512
ECG,1405317400394,512
ECG,1405317400398,513
ECG,1405317400402,514
ECG,1405317400406,514
ECG,1405317400410,515
ECG,1405317400414,516
ECG,1405317400418,516
ECG,1405317400422,516
ECG,1405317400426,515
ECG,1405317400430,515
ECG,1405317400434,514
ECG,1405317400438,514
ECG,1405317400442,515
ECG,1405317400446,516
ECG,1405317400450,517
ECG,1405317400454,518
ECG,1405317400458,518
ECG,1405317400462,517
ECG,1405317400466,516
ECG,1405317400470,515
ECG,1405317400474,514
ECG,1405317400478,514
ECG,1405317400482,514
ECG,1405317400486,513
ECG,1405317400490,513
ECG,1405317400494,513
ECG,1405317400498,512
ECG,1405317400502,512
ECG,1405317400506,511
ECG,1405317400510,510
ECG,1405317400514,509
ECG,1405317400518,509
ECG,1405317400522,509
ECG,1405317400526,510
ECG,1405317400530,510
ECG,1405317400534,510
ECG,1405317400538,510
ECG,1405317400542,509
ECG,1405317400546,509
ECG,1405317400550,509
ECG,1405317400554,509
ECG,1405317400558,509
ECG,1405317400562,509
ECG,1405317400616,510
ECG,1405317400620,510
ECG,1405317400624,510
ECG,1405317400628,511
ECG,1405317400632,510
ECG,1405317400636,510
ECG,1405317400640,510
ECG,1405317400644,509
ECG,1405317400648,509
ECG,1405317400652,509
ECG,1405317400656,510
ECG,1405317400660,511
ECG,1405317400664,511
ECG,1405317400668,511
ECG,1405317400672,511
ECG,1405317400676,511
ECG,1405317400680,510
ECG,1405317400684,510
ECG,1405317400688,510
ECG,1405317400692,510
ECG,1405317400696,511
ECG,1405317400700,512
ECG,1405317400704,512
ECG,1405317400708,512
ECG,1405317400712,512
ECG,1405317400716,511
ECG,1405317400720,511
ECG,1405317400724,510
ECG,1405317400728,510
ECG,1405317400732,510
ECG,1405317400736,511
ECG,1405317400740,511
ECG,1405317400744,511
ECG,1405317400748,511
ECG,1405317400752,511
ECG,1405317400756,511
ECG,1405317400760,510
ECG,1405317400764,510
ECG,1405317400768,510
ECG,1405317400772,511
ECG,1405317400776,511
ECG,1405317400780,512
ECG,1405317400784,512
ECG,1405317400788,511
ECG,1405317400792,511
ECG,1405317400796,510
ECG,1405317400800,510
ECG,1405317400804,510
ECG,1405317400808,510
ECG,1405317400812,510
ECG,1405317400816,510
ECG,1405317400820,510
ECG,1405317400824,510
ECG,1405317400828,510
ECG,1405317400832,510
ECG,1405317400836,510
ECG,1405317400840,510
ECG,1405317400844,510
ECG,1405317400848,509
ECG,1405317400852,509
ECG,1405317400856,510
ECG,1405317400860,511
ECG,1405317400864,511
ECG,1405317400778,512
ECG,1405317400782,512
ECG,1405317400786,511
ECG,1405317400790,511
ECG,1405317400794,510
ECG,1405317400798,510
ECG,1405317400802,510
ECG,1405317400806,511
ECG,1405317400810,511
ECG,1405317400814,510
ECG,1405317400818,510
ECG,1405317400822,510
ECG,1405317400826,510
ECG,1405317400830,510
ECG,1405317400834,511
ECG,1405317400838,511
ECG,1405317400842,511
ECG,1405317400846,512
ECG,1405317400850,512
ECG,1405317400854,512
ECG,1405317400858,511
ECG,1405317400862,511
ECG,1405317400866,510
ECG,1405317400870,509
ECG,1405317400874,510
ECG,1405317400878,513
ECG,1405317400882,517
ECG,1405317400886,524
ECG,1405317400890,531
ECG,1405317400894,538
ECG,1405317400898,541
ECG,1405317400902,539
ECG,1405317400906,531
ECG,1405317400910,519
ECG,1405317400914,509
ECG,1405317400918,503
ECG,1405317400922,502
ECG,1405317400926,504
ECG,1405317400930,507
ECG,1405317400934,507
ECG,1405317400938,505
ECG,1405317400942,503
ECG,1405317400946,504
ECG,1405317400950,507
ECG,1405317400954,510
ECG,1405317400958,511
ECG,1405317400962,511
ECG,1405317400966,509
ECG,1405317400970,507
ECG,1405317400974,507
ECG,1405317400978,508
ECG,1405317400982,509
ECG,1405317400986,510
ECG,1405317400990,511
ECG,1405317400994,512
ECG,1405317400998,512
ECG,1405317401002,511
ECG,1405317401006,511
ECG,1405317401010,510
ECG,1405317401014,510
ECG,1405317401018,510
ECG,1405317401022,510
ECG,1405317401026,511
ECG,1405317401078,512
ECG,1405317401082,512
ECG,1405317401086,512
ECG,1405317401090,512
ECG,1405317401094,513
ECG,1405317401098,514
ECG,1405317401102,515
ECG,1405317401106,515
ECG,1405317401110,515
ECG,1405317401114,515
ECG,1405317401118,515
ECG,1405317401122,515
ECG,1405317401126,514
ECG,1405317401130,514
ECG,1405317401134,515
ECG,1405317401138,515
ECG,1405317401142,516
ECG,1405317401146,516
ECG,1405317401150,516
ECG,1405317401154,516
ECG,1405317401158,516
ECG,1405317401162,516
ECG,1405317401166,517
ECG,1405317401170,517
ECG,1405317401174,518
ECG,1405317401178,518
ECG,1405317401182,518
ECG,1405317401186,518
ECG,1405317401190,517
ECG,1405317401194,516
ECG,1405317401198,515
ECG,1405317401202,514
ECG,1405317401206,514
ECG,1405317401210,514
ECG,1405317401214,514
ECG,1405317401218,515
ECG,1405317401222,516
ECG,1405317401226,517
ECG,1405317401230,516
ECG,1405317401234,515
ECG,1405317401238,513
ECG,1405317401242,511
ECG,1405317401246,510
ECG,1405317401250,511
ECG,1405317401254,512
ECG,1405317401258,512
ECG,1405317401262,511
ECG,1405317401266,508
ECG,1405317401270,507
ECG,1405317401274,507
ECG,1405317401278,508
ECG,1405317401282,509
ECG,1405317401286,509
ECG,1405317401290,509
ECG,1405317401294,510
ECG,1405317401298,513
ECG,1405317401302,517
ECG,1405317401306,521
ECG,1405317401310,522
ECG,1405317401314,519
ECG,1405317401318,515
ECG,1405317401322,510
ECG,1405317401326,507
ECG,1405317401275,507
ECG,1405317401279,509
ECG,1405317401283,511
ECG,1405317401287,513
ECG,1405317401291,513
ECG,1405317401295,512
ECG,1405317401299,511
ECG,1405317401303,509
ECG,1405317401307,508
ECG,1405317401311,507
ECG,1405317401315,507
ECG,1405317401319,508
ECG,1405317401323,508
ECG,1405317401327,508
ECG,1405317401331,508
ECG,1405317401335,508
ECG,1405317401339,508
ECG,1405317401343,508
ECG,1405317401347,508
ECG,1405317401351,508
ECG,1405317401355,508
ECG,1405317401359,508
ECG,1405317401363,508
ECG,1405317401367,509
ECG,1405317401371,509
ECG,1405317401375,508
ECG,1405317401379,508
ECG,1405317401383,508
ECG,1405317401387,508
ECG,1405317401391,508
ECG,1405317401395,508
ECG,1405317401399,508
